place,ID,year,police_perc,BIPOC,Region,Population,total_exp,all_crimjustice_perc,corr_perc
Blue Earth County,27013,2012,0.116325143,0.094987506,Greater Minnesota,65089,55196055,0.21134351,0.095018367
Brown County,27015,2012,0.076472218,0.051631525,Greater Minnesota,25559,23680103,0.196140574,0.119668356
Carlton County,27017,2012,0.103890904,0.112818543,Greater Minnesota,35404,39831774,0.184526228,0.080635324
Carver County,27019,2012,0.211967434,0.096955221,Twin Cities suburbs,93584,71465695,0.230870784,0.018903349
Cass County,27021,2012,0.202421054,0.152280353,Greater Minnesota,28350,38049377,0.222578703,0.020157649
Chippewa County,27023,2012,0.107274323,0.094997718,Greater Minnesota,12181,16296239,0.165315445,0.058041122
Chisago County,27025,2012,0.119791276,0.055965982,Greater Minnesota,53576,40305531,0.218932732,0.099141455
Clay County,27027,2012,0.098588072,0.101275678,Greater Minnesota,60118,41729592,0.199650526,0.101062455
Clearwater County,27029,2012,0.150593097,0.137844592,Greater Minnesota,8713,14705933,0.163534269,0.012941171
Cook County,27031,2012,0.133017779,0.129387274,Greater Minnesota,5190,15681415,0.163581922,0.030564142
Cottonwood County,27033,2012,0.095336712,0.114195433,Greater Minnesota,11592,13319528,0.166726479,0.071389767
Crow Wing County,27035,2012,0.11758515,0.042670761,Greater Minnesota,62876,65847813,0.200552948,0.082967797
Dakota County,27037,2012,0.078560187,0.185213251,Twin Cities suburbs,404493,230865452,0.150696398,0.072136211
Dodge County,27039,2012,0.202818443,0.068137504,Greater Minnesota,20237,17933448,0.215230613,0.01241217
Douglas County,27041,2012,0.145309059,0.031401747,Greater Minnesota,36412,35647695,0.255863612,0.110554553
Faribault County,27043,2012,0.122015231,0.075236744,Greater Minnesota,14280,14558453,0.232968846,0.110953616
Fillmore County,27045,2012,0.146924726,0.026325558,Greater Minnesota,20837,17583623,0.22542385,0.078499124
Freeborn County,27047,2012,0.26361906,0.120899533,Greater Minnesota,31027,37441462,0.355833621,0.092214561
Goodhue County,27049,2012,0.131492448,0.070839574,Greater Minnesota,46331,40713129,0.263436544,0.131944096
Grant County,27051,2012,0.140473044,0.03496894,Greater Minnesota,5950,9197487,0.155012342,0.014539298
Hennepin County,27053,2012,0.080863871,0.289094295,Core counties,1180138,1086293554,0.176833638,0.095969767
Houston County,27055,2012,0.089540879,0.031006823,Greater Minnesota,18839,19299241,0.168108165,0.078567287
Hubbard County,27057,2012,0.100089044,0.065408869,Greater Minnesota,20359,24408116,0.19174491,0.091655866
Isanti County,27059,2012,0.195806205,0.051801758,Greater Minnesota,38235,29511598,0.229281485,0.03347528
Itasca County,27061,2012,0.082935521,0.072014002,Greater Minnesota,45199,71833515,0.145353349,0.062417828
Jackson County,27063,2012,0.090219454,0.059590955,Greater Minnesota,10279,14329803,0.15188855,0.061669096
Kanabec County,27065,2012,0.09247439,0.041622703,Greater Minnesota,16011,19114384,0.241853465,0.149379075
Kandiyohi County,27067,2012,0.114322113,0.159013193,Greater Minnesota,42315,50248074,0.244626849,0.130304736
Kittson County,27069,2012,0.095680588,0.030394275,Greater Minnesota,4496,8852663,0.122342961,0.026662373
Koochiching County,27071,2012,0.109679704,0.061805776,Greater Minnesota,13208,18056978,0.120604622,0.010924918
Lac qui Parle County,27073,2012,0.100622923,0.034512511,Greater Minnesota,7109,11073918,0.106384389,0.005761466
Lake County,27075,2012,0.092856655,0.032660241,Greater Minnesota,10815,21807796,0.157425766,0.064569111
Lake of the Woods County,27077,2012,0.122050444,0.051138382,Greater Minnesota,3976,7955096,0.127689345,0.005638901
Le Sueur County,27079,2012,0.084914281,0.075796082,Greater Minnesota,27673,21660114,0.153545775,0.068631495
Lincoln County,27081,2012,0.14085776,0.027635512,Greater Minnesota,5816,9045579,0.144755023,0.003897263
Lyon County,27083,2012,0.359484147,0.132467156,Greater Minnesota,25667,20280911,0.379577032,0.020092884
Mahnomen County,27087,2012,0.231452057,0.511757089,Greater Minnesota,5504,9340928,0.246446392,0.014994335
Marshall County,27089,2012,0.139975325,0.055066152,Greater Minnesota,9445,12708497,0.151275088,0.011299763
Martin County,27091,2012,0.241793631,0.055444359,Greater Minnesota,20477,21458791,0.241793631,0
McLeod County,27085,2012,0.120254386,0.076218437,Greater Minnesota,36104,29199226,0.189541702,0.069287316
Meeker County,27093,2012,0.194622324,0.048871686,Greater Minnesota,23056,21817009,0.194622324,0
Mille Lacs County,27095,2012,0.14088719,0.099486134,Greater Minnesota,25743,27625748,0.281528522,0.140641332
Morrison County,27097,2012,0.088183194,0.033635002,Greater Minnesota,33049,30466735,0.154838088,0.066654894
Mower County,27099,2012,0.11875128,0.169379667,Greater Minnesota,39314,28578471,0.280978188,0.162226909
Murray County,27101,2012,0.197104582,0.050848934,Greater Minnesota,8573,11223666,0.200303804,0.003199222
Nicollet County,27103,2012,0.103512337,0.091173051,Greater Minnesota,33018,24334597,0.187553424,0.084041088
Nobles County,27105,2012,0.104686097,0.345982986,Greater Minnesota,21474,20121306,0.229391074,0.124704977
Norman County,27107,2012,0.120149912,0.087219447,Greater Minnesota,6656,10104843,0.158336057,0.038186145
Olmsted County,27109,2012,0.094279379,0.172881756,Greater Minnesota,147123,129434773,0.239649395,0.145370016
Otter Tail County,27111,2012,0.104840744,0.058117251,Greater Minnesota,57297,46205939,0.209213214,0.10437247
Pennington County,27113,2012,0.11227262,0.079898976,Greater Minnesota,14075,13572864,0.206577035,0.094304415
Pine County,27115,2012,0.180768694,0.097652088,Greater Minnesota,29248,28810680,0.314974551,0.134205857
Pipestone County,27117,2012,0.173181539,0.084512804,Greater Minnesota,9394,12454682,0.211507528,0.038325989
Polk County,27119,2012,0.055901779,0.105301738,Greater Minnesota,31429,44574878,0.149158501,0.093256722
Pope County,27121,2012,0.100665711,0.028207525,Greater Minnesota,10897,12496708,0.140958243,0.040292531
Ramsey County,27123,2012,0.113797071,0.342339478,Core counties,517399,488644591,0.238063507,0.124266436
Red Lake County,27125,2012,0.162524394,0.058591685,Greater Minnesota,4086,5611613,0.207956251,0.045431857
Redwood County,27127,2012,0.177508382,0.12238541,Greater Minnesota,15842,18513430,0.197151797,0.019643416
Renville County,27129,2012,0.073961347,0.095045044,Greater Minnesota,15389,24610409,0.125395315,0.051433968
Rice County,27131,2012,0.11136038,0.154812253,Greater Minnesota,64747,38285708,0.209129213,0.097768833
Rock County,27133,2012,0.213111632,0.050169566,Greater Minnesota,9567,8701144,0.220661099,0.007549467
Roseau County,27135,2012,0.093570672,0.064401306,Greater Minnesota,15484,14562907,0.173048829,0.079478156
Scott County,27139,2012,0.062642316,0.161653127,Twin Cities suburbs,133326,78797486,0.177424709,0.114782393
Sherburne County,27141,2012,0.121689288,0.076321777,Greater Minnesota,89457,61090784,0.252403701,0.130714413
Sibley County,27143,2012,0.128168412,0.097051734,Greater Minnesota,15118,20346152,0.146564225,0.018395813
St. Louis County,27137,2012,0.121818886,0.079800814,Greater Minnesota,200024,210985923,0.233424564,0.111605678
Stearns County,27145,2012,0.098443745,0.103546503,Greater Minnesota,151591,106060431,0.192111807,0.093668062
Steele County,27147,2012,0.108327527,0.115655134,Greater Minnesota,36299,29793480,0.261408469,0.153080943
Stevens County,27149,2012,0.171846398,0.09081722,Greater Minnesota,9751,11099674,0.183421063,0.011574664
Swift County,27151,2012,0.112554255,0.05970655,Greater Minnesota,9609,16039056,0.177852799,0.065298544
Todd County,27153,2012,0.096863244,0.076881626,Greater Minnesota,24526,24008271,0.143061031,0.046197787
Traverse County,27155,2012,0.128900815,0.07464761,Greater Minnesota,3471,8795918,0.194560363,0.065659548
Wabasha County,27157,2012,0.148476133,0.046447886,Greater Minnesota,21482,19739186,0.252983735,0.104507602
Wadena County,27159,2012,0.120923075,0.045383177,Greater Minnesota,13778,15316506,0.130796671,0.009873596
Waseca County,27161,2012,0.154731685,0.098414167,Greater Minnesota,19229,18588494,0.156463509,0.001731824
Washington County,27163,2012,0.195351751,0.149073304,Twin Cities suburbs,243313,146865845,0.257342795,0.061991044
Watonwan County,27165,2012,0.088614937,0.240630413,Greater Minnesota,11188,15621565,0.127547656,0.038932719
Wilkin County,27167,2012,0.117872477,0.047888406,Greater Minnesota,6586,11138792,0.171967032,0.054094555
Winona County,27169,2012,0.125467701,0.074704309,Greater Minnesota,51563,33927090,0.220733992,0.09526629
Wright County,27171,2012,0.218336835,0.065856927,Greater Minnesota,127133,78196004,0.307232707,0.088895872
Yellow Medicine County,27173,2012,0.116358218,0.087038975,Greater Minnesota,10214,14726317,0.195777328,0.079419111
Aitkin County,27001,2011,0.090609883,0.050967616,Greater Minnesota,16202,23881854,0.206386363,0.11577648
Anoka County,27003,2011,0.145461905,0.151831808,Twin Cities suburbs,334053,213496462,0.252448432,0.106986527
Becker County,27005,2011,0.099314268,0.123699377,Greater Minnesota,32770,34888854,0.224095781,0.124781513
Beltrami County,27007,2011,0.07768134,0.25876384,Greater Minnesota,45212,56190238,0.133350547,0.055669207
Benton County,27009,2011,0.133106914,0.068846963,Greater Minnesota,38558,27487325,0.253694057,0.120587143
Big Stone County,27011,2011,0.128617262,0.022851926,Greater Minnesota,5240,7133607,0.13461577,0.005998508
Blue Earth County,27013,2011,0.083189367,0.091383276,Greater Minnesota,64383,53560427,0.177123719,0.093934352
Brown County,27015,2011,0.077324795,0.049586666,Greater Minnesota,25756,22267838,0.205426634,0.128101839
Carlton County,27017,2011,0.103770573,0.111911447,Greater Minnesota,35492,35405683,0.193636626,0.089866053
Carver County,27019,2011,0.202965613,0.095192313,Twin Cities suburbs,92104,74930939,0.220825899,0.017860286
Cass County,27021,2011,0.131385548,0.149371528,Greater Minnesota,28396,39433614,0.210849759,0.07946421
Chippewa County,27023,2011,0.100416193,0.090542022,Greater Minnesota,12332,14603083,0.159403121,0.058986928
Chisago County,27025,2011,0.112956165,0.054649905,Greater Minnesota,53929,40302475,0.210846852,0.097890688
Clay County,27027,2011,0.091578464,0.097799656,Greater Minnesota,59644,43556496,0.187090922,0.095512458
Clearwater County,27029,2011,0.098673973,0.13551229,Greater Minnesota,8774,13839759,0.173864299,0.075190327
Cook County,27031,2011,0.141876552,0.127290236,Greater Minnesota,5216,13210696,0.171803514,0.029926962
Cottonwood County,27033,2011,0.127899696,0.110789853,Greater Minnesota,11682,12271632,0.202006139,0.074106443
Crow Wing County,27035,2011,0.135980032,0.041503381,Greater Minnesota,62745,53593935,0.23746924,0.101489208
Dakota County,27037,2011,0.076000013,0.181164706,Twin Cities suburbs,401221,244938970,0.142681448,0.066681435
Dodge County,27039,2011,0.215191617,0.066602232,Greater Minnesota,20243,16415593,0.237828021,0.022636404
Douglas County,27041,2011,0.128100286,0.03007228,Greater Minnesota,36240,34419728,0.241756937,0.113656651
Faribault County,27043,2011,0.100869266,0.073143693,Greater Minnesota,14506,12211103,0.22880906,0.127939794
Fillmore County,27045,2011,0.112097718,0.024928331,Greater Minnesota,20868,16831538,0.192491203,0.080393485
Freeborn County,27047,2011,0.132617546,0.11730467,Greater Minnesota,31160,30512991,0.24444231,0.111824763
Goodhue County,27049,2011,0.15995402,0.069588204,Greater Minnesota,46168,41665505,0.283283282,0.123329262
Grant County,27051,2011,0.154109932,0.032938109,Greater Minnesota,5993,8025096,0.167114761,0.013004829
Hennepin County,27053,2011,0.079315173,0.285881724,Core counties,1163060,1091280509,0.173235533,0.093920361
Houston County,27055,2011,0.147994705,0.029825165,Greater Minnesota,18933,19202133,0.219773605,0.071778901
Hubbard County,27057,2011,0.056980728,0.064670363,Greater Minnesota,20439,28156871,0.131635081,0.074654353
Isanti County,27059,2011,0.109753667,0.0504672,Greater Minnesota,38209,26386854,0.145043968,0.0352903
Itasca County,27061,2011,0.086877371,0.070484785,Greater Minnesota,45034,54902893,0.170192106,0.083314735
Jackson County,27063,2011,0.075509448,0.057313498,Greater Minnesota,10203,12369313,0.146760131,0.071250683
Kanabec County,27065,2011,0.08884872,0.040301468,Greater Minnesota,16170,20463086,0.228333693,0.139484973
Kandiyohi County,27067,2011,0.119009062,0.15378629,Greater Minnesota,42118,48386458,0.253496608,0.134487546
Kittson County,27069,2011,0.080929333,0.028158473,Greater Minnesota,4528,9315411,0.104680191,0.023750858
Koochiching County,27071,2011,0.111155774,0.060915659,Greater Minnesota,13221,17491606,0.123582077,0.012426303
Lac qui Parle County,27073,2011,0.09622142,0.032340978,Greater Minnesota,7195,9391121,0.107181773,0.010960353
Lake County,27075,2011,0.11556646,0.030502769,Greater Minnesota,10822,20942218,0.176145,0.06057854
Lake of the Woods County,27077,2011,0.128422067,0.048066101,Greater Minnesota,4011,7421318,0.134225619,0.005803551
Le Sueur County,27079,2011,0.084887062,0.074211798,Greater Minnesota,27655,21550905,0.148394789,0.063507727
Lincoln County,27081,2011,0.15384186,0.026283834,Greater Minnesota,5819,7003887,0.159596378,0.005754519
Lyon County,27083,2011,0.352426335,0.128499115,Greater Minnesota,25951,17017806,0.373120483,0.020694148
Mahnomen County,27087,2011,0.239243159,0.506663691,Greater Minnesota,5441,9018540,0.254092902,0.014849743
Marshall County,27089,2011,0.139033297,0.053330301,Greater Minnesota,9473,12878469,0.149255008,0.010221712
Martin County,27091,2011,0.221106347,0.053489934,Greater Minnesota,20716,16750478,0.221106347,0
McLeod County,27085,2011,0.109055955,0.07420646,Greater Minnesota,36489,29992750,0.178027123,0.068971168
Meeker County,27093,2011,0.196312328,0.047332839,Greater Minnesota,23242,20985977,0.196312328,0
Mille Lacs County,27095,2011,0.096538832,0.097928682,Greater Minnesota,26003,24499530,0.27286099,0.176322158
Morrison County,27097,2011,0.090416096,0.032240117,Greater Minnesota,33212,30096953,0.155558671,0.065142574
Mower County,27099,2011,0.107945595,0.163692974,Greater Minnesota,39281,28067602,0.242544625,0.13459903
Murray County,27101,2011,0.151332922,0.048289797,Greater Minnesota,8640,13028890,0.155717333,0.00438441
Nicollet County,27103,2011,0.083924919,0.088104935,Greater Minnesota,32949,22554374,0.173898243,0.089973324
Nobles County,27105,2011,0.092374447,0.337015255,Greater Minnesota,21365,19644253,0.219673662,0.127299216
Norman County,27107,2011,0.090211465,0.084400733,Greater Minnesota,6859,9176317,0.131634184,0.041422719
Olmsted County,27109,2011,0.088900371,0.169284314,Greater Minnesota,145379,124018403,0.284554624,0.195654253
Otter Tail County,27111,2011,0.109816517,0.055750072,Greater Minnesota,57243,45847484,0.208274613,0.098458096
Pennington County,27113,2011,0.128893886,0.078104549,Greater Minnesota,14018,11437610,0.242912024,0.114018138
Pine County,27115,2011,0.192750956,0.096321843,Greater Minnesota,29647,25989578,0.347491868,0.154740912
Pipestone County,27117,2011,0.141625398,0.079563614,Greater Minnesota,9525,10385150,0.1877788,0.046153402
Polk County,27119,2011,0.063550917,0.10174897,Greater Minnesota,31489,40753637,0.166813136,0.103262219
Pope County,27121,2011,0.096605801,0.026609447,Greater Minnesota,10896,11821671,0.131177648,0.034571847
Ramsey County,27123,2011,0.103722005,0.336754436,Core counties,510810,511427195,0.221144963,0.117422958
Red Lake County,27125,2011,0.163128154,0.055341331,Greater Minnesota,4105,5170205,0.213624411,0.050496257
Redwood County,27127,2011,0.121427312,0.121594972,Greater Minnesota,15986,16938051,0.1425948,0.021167489
Renville County,27129,2011,0.059156072,0.091355962,Greater Minnesota,15540,24085355,0.120975962,0.06181989
Rice County,27131,2011,0.115286767,0.152053003,Greater Minnesota,64717,33537197,0.221828288,0.106541522
Rock County,27133,2011,0.192747503,0.048208557,Greater Minnesota,9644,9537156,0.199059552,0.006312049
Roseau County,27135,2011,0.099733546,0.062049012,Greater Minnesota,15536,14306430,0.177369407,0.07763586
Scott County,27139,2011,0.060878675,0.158223275,Twin Cities suburbs,131556,78921889,0.136336752,0.075458077
Sherburne County,27141,2011,0.128843266,0.074974864,Greater Minnesota,88954,54671045,0.25797429,0.129131024
Sibley County,27143,2011,0.103163026,0.094204312,Greater Minnesota,15193,19361365,0.113365561,0.010202535
St. Louis County,27137,2011,0.101501685,0.078499291,Greater Minnesota,200143,208470047,0.210214022,0.108712337
Stearns County,27145,2011,0.094772878,0.098997797,Greater Minnesota,150996,100316337,0.268072697,0.173299819
Steele County,27147,2011,0.107268948,0.112945677,Greater Minnesota,36530,29412277,0.265689834,0.158420887
Stevens County,27149,2011,0.139339548,0.086278443,Greater Minnesota,9749,9909125,0.143398837,0.004059289
Swift County,27151,2011,0.111049447,0.056021117,Greater Minnesota,9677,15434899,0.170665451,0.059616004
Todd County,27153,2011,0.106927379,0.075456278,Greater Minnesota,24823,22786325,0.153741861,0.046814482
Traverse County,27155,2011,0.117605925,0.070207447,Greater Minnesota,3530,7919618,0.186498389,0.068892464
Wabasha County,27157,2011,0.157714997,0.045460518,Greater Minnesota,21589,19041569,0.272963273,0.115248276
Wadena County,27159,2011,0.108437329,0.043676924,Greater Minnesota,13709,16478403,0.117614735,0.009177406
Waseca County,27161,2011,0.135781429,0.096970462,Greater Minnesota,19166,19040542,0.137920916,0.002139487
Washington County,27163,2011,0.183689613,0.145976922,Twin Cities suburbs,240640,147513719,0.242462079,0.058772466
Watonwan County,27165,2011,0.110656296,0.235336168,Greater Minnesota,11197,14725633,0.160084663,0.049428368
Wilkin County,27167,2011,0.114830684,0.045385809,Greater Minnesota,6584,9611917,0.166816463,0.05198578
Winona County,27169,2011,0.1053246,0.07265073,Greater Minnesota,51386,30697273,0.198944545,0.093619945
Wright County,27171,2011,0.216220797,0.064660621,Greater Minnesota,126033,78997683,0.304627074,0.088406276
Yellow Medicine County,27173,2011,0.086916572,0.084571413,Greater Minnesota,10331,11656005,0.191070611,0.104154039
Aitkin County,27001,2010,0.095618511,0.049623503,Greater Minnesota,16202,22876491,0.21044189,0.114823379
Anoka County,27003,2010,0.130759522,0.147849137,Twin Cities suburbs,330844,239318280,0.232706565,0.101947043
Becker County,27005,2010,0.106136352,0.121984986,Greater Minnesota,32504,32897560,0.202165206,0.096028854
Beltrami County,27007,2010,0.072792379,0.255974079,Greater Minnesota,44442,51561854,0.132098625,0.059306246
Benton County,27009,2010,0.126096095,0.0653299,Greater Minnesota,38451,27885360,0.241590462,0.115494367
Big Stone County,27011,2010,0.127163897,0.022584931,Greater Minnesota,5269,7960868,0.132679125,0.005515228
Blue Earth County,27013,2010,0.091068169,0.087779045,Greater Minnesota,64013,54383294,0.184090651,0.093022482
Brown County,27015,2010,0.069415162,0.047541807,Greater Minnesota,25893,22967965,0.188503901,0.119088739
Carlton County,27017,2010,0.10357917,0.111004352,Greater Minnesota,35386,35321928,0.184625114,0.081045944
Carver County,27019,2010,0.213900793,0.093429406,Twin Cities suburbs,91042,75367528,0.231847395,0.017946602
Cass County,27021,2010,0.13327003,0.146462702,Greater Minnesota,28567,34932340,0.22766279,0.09439276
Chippewa County,27023,2010,0.080926118,0.086086327,Greater Minnesota,12441,13128518,0.146076198,0.06515008
Chisago County,27025,2010,0.108637761,0.053333828,Greater Minnesota,53887,40208892,0.218627835,0.109990074
Clay County,27027,2010,0.106869433,0.094323633,Greater Minnesota,58999,39613357,0.206199616,0.099330183
Clearwater County,27029,2010,0.088834618,0.133179988,Greater Minnesota,8695,14309264,0.148608552,0.059773934
Cook County,27031,2010,0.125157505,0.125193199,Greater Minnesota,5176,12938457,0.158185709,0.033028204
Cottonwood County,27033,2010,0.088337466,0.107384273,Greater Minnesota,11687,11442076,0.170079713,0.081742247
Crow Wing County,27035,2010,0.110054573,0.040336,Greater Minnesota,62500,52378078,0.214554016,0.104499443
Dakota County,27037,2010,0.080329422,0.177116161,Twin Cities suburbs,398552,231013014,0.151049737,0.070720314
Dodge County,27039,2010,0.234535603,0.065066959,Greater Minnesota,20087,17387002,0.255385028,0.020849425
Douglas County,27041,2010,0.112659707,0.028742814,Greater Minnesota,36009,34140467,0.232838789,0.120179082
Faribault County,27043,2010,0.109726274,0.071050642,Greater Minnesota,14553,11466333,0.238952593,0.129226318
Fillmore County,27045,2010,0.122353127,0.023531103,Greater Minnesota,20866,16580034,0.20007462,0.077721493
Freeborn County,27047,2010,0.174310726,0.113709806,Greater Minnesota,31255,32072117,0.285683979,0.111373253
Goodhue County,27049,2010,0.166069646,0.068336834,Greater Minnesota,46183,39687939,0.298384177,0.13231453
Grant County,27051,2010,0.109722235,0.030907278,Greater Minnesota,6018,9101282,0.124949101,0.015226866
Hennepin County,27053,2010,0.066234387,0.282669154,Core counties,1152425,1307147156,0.146638616,0.080404229
Houston County,27055,2010,0.096079971,0.028643507,Greater Minnesota,19027,16919749,0.168781464,0.072701492
Hubbard County,27057,2010,0.056017946,0.063931858,Greater Minnesota,20428,28791898,0.128439883,0.072421936
Isanti County,27059,2010,0.186750336,0.049132642,Greater Minnesota,37816,29533912,0.216332161,0.029581824
Itasca County,27061,2010,0.097047511,0.068955568,Greater Minnesota,45058,53179406,0.178662394,0.081614883
Jackson County,27063,2010,0.054039722,0.055036041,Greater Minnesota,10266,12847457,0.124834899,0.070795178
Kanabec County,27065,2010,0.104007341,0.038980233,Greater Minnesota,16239,18240251,0.255416332,0.151408991
Kandiyohi County,27067,2010,0.132285278,0.148559388,Greater Minnesota,42239,47350152,0.263814444,0.131529166
Kittson County,27069,2010,0.060527442,0.025922671,Greater Minnesota,4552,9496552,0.084361777,0.023834335
Koochiching County,27071,2010,0.109456048,0.060025543,Greater Minnesota,13311,17052050,0.122468911,0.013012864
Lac qui Parle County,27073,2010,0.089816826,0.030169445,Greater Minnesota,7259,9324244,0.095332662,0.005515836
Lake County,27075,2010,0.103592605,0.028345297,Greater Minnesota,10866,19667263,0.16359226,0.059999655
Lake of the Woods County,27077,2010,0.059577286,0.04499382,Greater Minnesota,4045,7860546,0.101683013,0.042105726
Le Sueur County,27079,2010,0.137933317,0.072627513,Greater Minnesota,27703,21622963,0.151587366,0.013654049
Lincoln County,27081,2010,0.148537899,0.024932157,Greater Minnesota,5896,6638905,0.154776277,0.006238378
Lyon County,27083,2010,0.244973111,0.124531075,Greater Minnesota,25857,14481373,0.269285309,0.024312197
Mahnomen County,27087,2010,0.246743822,0.501570294,Greater Minnesota,5413,8859006,0.260918437,0.014174615
Marshall County,27089,2010,0.129380498,0.051594449,Greater Minnesota,9439,12812812,0.137830322,0.008449824
Martin County,27091,2010,0.18254776,0.051535509,Greater Minnesota,20840,19700187,0.18254776,0
McLeod County,27085,2010,0.142889115,0.072194483,Greater Minnesota,36651,27251068,0.205711094,0.062821978
Meeker County,27093,2010,0.197307999,0.045793991,Greater Minnesota,23300,20472875,0.218238572,0.020930573
Mille Lacs County,27095,2010,0.097172825,0.09637123,Greater Minnesota,26097,26251218,0.247936343,0.150763519
Morrison County,27097,2010,0.092671968,0.030845232,Greater Minnesota,33198,27659529,0.17101412,0.078342151
Mower County,27099,2010,0.105062376,0.158006281,Greater Minnesota,39163,28440619,0.228486588,0.123424212
Murray County,27101,2010,0.154383935,0.045730659,Greater Minnesota,8725,10371390,0.158640259,0.004256324
Nicollet County,27103,2010,0.08399356,0.08503682,Greater Minnesota,32727,21789349,0.177512279,0.093518719
Nobles County,27105,2010,0.091177342,0.328047525,Greater Minnesota,21378,18755164,0.219973976,0.128796634
Norman County,27107,2010,0.08528301,0.08158202,Greater Minnesota,6852,9419637,0.123786086,0.038503076
Olmsted County,27109,2010,0.093295368,0.165686873,Greater Minnesota,144248,124942034,0.177433889,0.084138521
Otter Tail County,27111,2010,0.109142667,0.053382894,Greater Minnesota,57303,44668379,0.193512149,0.084369482
Pennington County,27113,2010,0.120134026,0.076310122,Greater Minnesota,13930,11209730,0.23431171,0.114177683
Pine County,27115,2010,0.17737496,0.094991597,Greater Minnesota,29750,25400220,0.337084482,0.159709522
Pipestone County,27117,2010,0.134766336,0.074614423,Greater Minnesota,9596,10237757,0.177525507,0.042759171
Polk County,27119,2010,0.055639787,0.098196203,Greater Minnesota,31600,45431770,0.146543355,0.090903568
Pope County,27121,2010,0.076944091,0.025011369,Greater Minnesota,10995,14089360,0.114037827,0.037093736
Ramsey County,27123,2010,0.10023722,0.331169393,Core counties,508640,529925612,0.212316471,0.112079252
Red Lake County,27125,2010,0.143403301,0.052090976,Greater Minnesota,4089,5161513,0.193949139,0.050545838
Redwood County,27127,2010,0.113398388,0.120804533,Greater Minnesota,16059,16435798,0.131661268,0.01826288
Renville County,27129,2010,0.06643765,0.087666879,Greater Minnesota,15730,22967143,0.119885438,0.053447788
Rice County,27131,2010,0.124428306,0.149293754,Greater Minnesota,64142,37547172,0.227438034,0.103009729
Rock County,27133,2010,0.178835514,0.046247548,Greater Minnesota,9687,9665418,0.189423158,0.010587643
Roseau County,27135,2010,0.09457373,0.059696718,Greater Minnesota,15629,15018124,0.168291526,0.073717796
Scott County,27139,2010,0.061338675,0.154793424,Twin Cities suburbs,129928,78518879,0.144923987,0.083585312
Sherburne County,27141,2010,0.126850534,0.073627951,Greater Minnesota,88499,54665919,0.256324859,0.129474326
Sibley County,27143,2010,0.126725706,0.09135689,Greater Minnesota,15226,17629738,0.140139405,0.013413699
St. Louis County,27137,2010,0.099263541,0.077197767,Greater Minnesota,200226,203693347,0.209047814,0.109784273
Stearns County,27145,2010,0.099178054,0.094449091,Greater Minnesota,150642,97711778,0.197360159,0.098182105
Steele County,27147,2010,0.096432845,0.11023622,Greater Minnesota,36576,30319929,0.257592424,0.161159579
Stevens County,27149,2010,0.143408328,0.081739667,Greater Minnesota,9726,9075247,0.155897906,0.012489577
Swift County,27151,2010,0.100804905,0.052335684,Greater Minnesota,9783,13302944,0.180905821,0.080100916
Todd County,27153,2010,0.090372876,0.07403093,Greater Minnesota,24895,26352708,0.133796079,0.043423203
Traverse County,27155,2010,0.123272028,0.065767285,Greater Minnesota,3558,6966982,0.200994347,0.077722319
Wabasha County,27157,2010,0.163207072,0.04447315,Greater Minnesota,21676,20040933,0.261591314,0.098384242
Wadena County,27159,2010,0.13555999,0.041970671,Greater Minnesota,13843,15757223,0.14515743,0.00959744
Waseca County,27161,2010,0.126214574,0.095526756,Greater Minnesota,19136,21546656,0.128501564,0.002286991
Washington County,27163,2010,0.189730045,0.142880539,Twin Cities suburbs,238136,137431307,0.253831625,0.064101581
Watonwan County,27165,2010,0.1021031,0.230041923,Greater Minnesota,11211,12826163,0.150771201,0.048668101
Wilkin County,27167,2010,0.084254429,0.042883212,Greater Minnesota,6576,9755143,0.138138211,0.053883782
Winona County,27169,2010,0.108409098,0.070597151,Greater Minnesota,51461,31038631,0.198183258,0.089774159
Wright County,27171,2010,0.208750577,0.063464314,Greater Minnesota,124700,74555746,0.30223362,0.093483043
Yellow Medicine County,27173,2010,0.075668178,0.082103851,Greater Minnesota,10438,11221494,0.178674337,0.103006159
Aitkin County,27001,2009,0.083565793,0.048602072,Greater Minnesota,15737,22150104,0.189145613,0.10557982
Anoka County,27003,2009,0.125814964,0.140276284,Twin Cities suburbs,335308,243600157,0.231070565,0.105255601
Becker County,27005,2009,0.107646199,0.120789821,Greater Minnesota,32113,32141553,0.196967334,0.089321135
Beltrami County,27007,2009,0.064459139,0.254101766,Greater Minnesota,44173,49943748,0.134845306,0.070386167
Benton County,27009,2009,0.124252863,0.063056829,Greater Minnesota,40145,29593306,0.24024129,0.115988427
Big Stone County,27011,2009,0.133327239,0.022061833,Greater Minnesota,5327,8357437,0.133327239,0
Blue Earth County,27013,2009,0.082511126,0.084937752,Greater Minnesota,61024,50362178,0.185444482,0.102933356
Brown County,27015,2009,0.082180789,0.045875583,Greater Minnesota,25929,23015233,0.204541357,0.122360569
Carlton County,27017,2009,0.09983485,0.108631144,Greater Minnesota,34266,35259972,0.189362289,0.089527439
Carver County,27019,2009,0.215171363,0.089694328,Twin Cities suburbs,91228,71557078,0.233146706,0.017975343
Cass County,27021,2009,0.142153852,0.145713301,Greater Minnesota,28338,35059282,0.231752093,0.089598241
Chippewa County,27023,2009,0.075366337,0.08158833,Greater Minnesota,12388,13688565,0.139160679,0.063794342
